0,3.26883356977305
0.005,5.69678027286629
0.01,1.31834099958329
0.015,1.83326373394265
0.02,4.22537623341658
0.025,3.6289171189226
0.03,1.33892893573711
0.035,2.36806893524615
0.04,6.51702146897464
0.045,4.68420110814926
0.05,0.544934004984239
0.055,4.8208958112365
0.06,5.09842811011985
0.065,2.17708383520354
0.07,1.92890262633429
0.075,4.20003623839801
0.08,4.02763135683365
0.085,2.17468788493858
0.09,3.18389597376632
0.095,5.52400079303112
0.1,3.37526816880404
0.105,0.659888944436295
0.11,3.95827095312035
0.115,5.46429786004164
0.12,2.23374716656609
0.125,2.29381114086416
0.13,4.87087096155239
0.135,3.71859907500373
0.14,1.49010735833353
0.145,2.38178452816523
0.15,5.30313830606632
0.155,2.20575384603372
0.16,0.81646236111623
0.165,3.47715920447587
0.17,3.05073845643459
0.175,2.51497015903543
0.18,2.17507429435301
0.185,4.29875832439169
0.19,4.3157068766045
0.195,0.442644097789527
0.2,3.02703244095726
0.205,4.73717955277519
0.21,2.68534530214987
0.215,1.63649661715743
0.22,3.71135718829686
0.225,4.34545298430523
0.23,1.55091717560743
0.235,2.58815699587132
0.24,5.3519179320635
0.245,3.93149732292415
0.25,0.865345659318143
0.255,3.41932526277592
0.26,4.20579668611109
0.265,1.7289082073951
0.27,1.64507243541157
0.275,5.14571948576841
0.28,3.78167529521695
0.285,1.692253381396
0.29,2.44323210797244
0.295,5.45064943340367
0.3,2.57147593847388
0.305,1.35632183478143
0.31,3.95224855217405
0.315,5.27574195784983
0.32,2.83758658167415
0.325,1.89553477157108
0.33,3.83766252042396
0.335,3.57512310442694
0.34,0.888260939277207
0.345,4.02646090714571
0.35,4.62687258470405
0.355,3.22898748072042
0.36,1.33027616005811
0.365,4.4017297048088
0.37,4.2159004520301
0.375,1.17001912828662
0.38,1.37659420259116
0.385,4.99555259010664
0.39,3.61703365840947
0.395,1.27547013848283
0.4,3.86283472332129
0.405,5.07865311500108
0.41,2.69953764354127
0.415,2.34873983504587
0.42,3.8163203819363
0.425,4.78348074815628
0.43,2.1255248207903
0.435,2.22700442850811
0.44,4.98761382701763
0.445,2.86836787826602
0.45,0.797560776113203
0.455,3.50738453537906
0.46,5.24822048646329
0.465,3.65257970432675
0.47,1.38916493443456
0.475,4.54712111549362
0.48,4.19925084088034
0.485,0.613981273920597
0.49,2.41040937062269
0.495,4.068439884529
0.5,3.60994401487695
0.505,0.969715866074558
0.51,3.7996613189096
0.515,4.52674371430425
0.52,2.29075424263884
0.525,1.62586142549462
0.53,4.90183853513176
0.535,4.38929688577923
0.54,2.34828050321997
0.545,2.82739923854569
0.55,3.93866890596753
0.555,2.50827243077021
0.56,2.17684538946658
0.565,3.49435514465647
0.57,5.15175617854632
0.575,2.0060789507857
0.58,2.87897756452836
